Word,Frequency
ablaze,94
able,1866
abound,9
abrogated,28
abrogation,357
absence,948
absorbs,11
absorption,27
abuse,993
accelerating,70
acceptable,248
access,1884
accessibility,190
accessible,344
accident,3655
accidental,246
accolade,39
accompanying,156
accomplish,21
according,5562
accordingly,413
account,3358
accumulating,22
accuracy,109
accurate,154
accused,14469
acetate,2
achampet,5
achieve,585
achieved,737
achievement,732
achieving,310
acid,213
acidity,16
acknowledged,604
acne,5
acquired,414
acquisition,564
act,7839
acted,431
acting,793
action,8716
activated,95
active,1084
actively,679
activity,3655
actor,3068
actress,384
actressshraddha,2
acute,187
adajania,2
adam,52
adapt,73
add,820
added,7345
adding,3720
addition,1210
additional,3337
additionally,1034
address,3480
addressed,1232
addressing,1954
adequate,603
adhere,225
adhir,285
adidas,32
aditya,407
adjustable,20
administration,3452
administrator,171
admiration,101
admirer,37
admitted,1723
adopt,299
adoption,315
adopts,14
adorable,12
adorned,85
adrienne,3
advanced,1099
advancement,295
advani,130
advantage,648
adventure,101
adversely,104
advised,994
advising,111
advisory,659
aesthetic,70
affair,3571
affect,621
affected,1951
affecting,486
affection,256
affiliate,57
affirming,40
afford,211
affordable,332
afghanistan,288
african,197
afspa,61
afternoon,1174
agatha,11
age,1781
ageing,74
agency,7377
aggressive,283
agm,20
ahead,2602
ahmad,548
ahmed,729
ahmedabad,1098
ai,1874
aiden,4
aim,2029
aimed,1171
aiming,638
air,6187
airborne,41
aircraft,1797
airfare,38
airflow,7
airless,1
airline,1242
airliner,12
airport,5169
airspace,88
aish,1
aitc,1086
aizawl,40
aj,36
ajay,920
ajinkya,20
ajit,2352
akash,296
akshay,238
al,147
alarming,212
alaya,2
album,95
alcohol,739
alert,1526
alerting,53
algur,173
ali,1655
alia,64
alignment,174
alike,119
alipurduar,197
allahbadia,342
allegation,4695
alleged,9520
allegedly,6009
allergic,28
allergy,68
alliance,7037
allocate,143
allocation,1257
allow,1372
allowing,1172
allows,384
ally,2015
aloe,14
alongside,676
alternate,150
alternative,762
amaravati,367
amassed,111
amazing,97
amazon,147
ambassador,368
ambedka,1
ambedkar,1236
ambedkarism,2
ambit,117
ameesha,1
amended,246
amendment,1175
amenity,279
american,851
amid,2260
amidst,557
amit,3643
ampareen,5
ample,124
amrita,280
anaemia,38
anaita,2
analysed,191
analysing,114
analysis,923
analyst,303
analyze,28
analyzed,26
anand,1022
anandaswamy,173
anchor,57
andaman,208
andhra,4213
andre,20
anganwadi,59
angkrish,6
ani,850
anjali,246
anjan,9
ankita,44
anmol,323
anna,739
annadata,6
anniversary,535
announce,387
announced,5444
announcement,1835
annual,1168
anrich,7
answer,1392
answering,54
antagonist,7
anti,41
antic,8
anticipate,83
anticipated,349
anticipation,125
antioxidant,16
anukul,5
anusandhan,11
anybody,172
apartment,965
apcc,2
apne,29
apoorvamehta18,1
app,987
apparent,283
appartment,1
appeal,1675
appealed,739
appearance,292
appeared,1111
appears,698
application,2402
apply,613
appointed,1868
appreciated,283
appreciating,63
approach,1810
approaching,238
approval,1172
approve,113
approved,1172
approx,50
approximate,26
approximately,1183
apr,353
april,7406
apsara,7
aquarius,9
arambag,179
arbaaz,26
architect,180
area,11942
argued,1144
aries,19
arm,1061
armed,1318
army,3005
arora,244
arpita,26
arpu,2
arrangement,1262
array,80
arrest,4279
arrested,8421
arrival,881
arrogance,132
arshad,206
arshdeep,33
artefact,54
article,4769
artificial,470
artist,461
arulmani,10
arun,495
arunachal,2008
arvind,3469
aryan,93
asansol,397
ascend,8
ascertain,355
ashok,1063
ashutosh,175
ashwin,68
asia,584
asics,7
aside,399
ask,1281
asked,6876
asking,1316
aspect,708
aspiration,629
assam,3452
assault,1964
assembly,16293
asserted,1438
asserting,543
asserts,54
assessment,687
asset,1261
assigned,492
assistance,1438
assisted,208
associated,898
association,2583
assured,1312
astounding,20
astro,8
astrologer,19
atal,355
ate,58
atishi,1362
atop,126
attack,6012
attacked,1574
attacking,421
attempt,2942
attempted,1055
attended,1694
attending,531
attention,1609
attire,152
attract,379
attracted,194
attracting,159
attributed,709
audience,399
audiologist,1
auditor,129
august,2140
austerity,10
australia,473
australian,167
authority,7417
auto,735
automobile,156
auxiliary,22
avail,179
availability,369
available,1990
avenue,302
average,1607
aversion,7
avesh,9
avg,8
aviv,15
avoid,1350
avoiding,227
awaited,403
awaits,71
award,1132
awarded,1065
aware,828
awareness,838
awas,556
away,4278
axar,9
ayatollah,5
ayodhya,1139
ayush,185
ayushman,236
azmatullah,5
b3,2
baat,305
babasaheb,207
babu,603
baby,704
bacca,7
bachao,120
bachchan,97
backend,5
backlight,2
backlighting,5
backlit,16
backward,829
backyard,48
bad,613
bade,29
badge,56
badoni,6
bagalkot,213
baghel,196
bahar,31
baharampur,712
bail,3979
bairstow,5
bala,245
balaji,330
balance,651
balanced,177
balcony,197
ball,240
ballistic,159
balm,7
balurghat,197
bamboo,96
bandra,1166
bandyopadhyay,284
banerjee,4043
bangalore,1137
bangladesh,3131
bank,3938
bankura,235
banner,833
banter,18
barasat,232
bardhaman,365
bareilly,265
barrackpur,174
barrage,166
barrier,491
barsapara,16
basavaraj,309
basavraj,188
base,990
baseless,529
basic,777
basirhat,290
bask,1
bastar,384
bastion,350
bat,100
bathing,193
batla,15
batsman,24
batter,54
battery,451
batting,67
battle,1825
battlefield,125
baweja,43
bbf,4
bdr,2
beach,506
bear,435
beautiful,173
beauty,222
bed,605
bedecked,6
beefed,18
began,2580
beginning,620
begun,388
behavior,165
behaviour,531
belgaum,383
belief,943
believe,1857
believed,959
believing,157
bellary,195
belong,324
belonging,735
belt,393
bench,4943
benchmark,164
beneath,186
beneficiary,920
benefit,2408
bengal,9256
bengaluru,6494
benign,17
benjamin,37
berlin,47
best,2328
beti,100
betrayal,158
better,2274
bf,2
bhaduri,10
bhagnani,5
bhaji,4
bhansali,26
bharat,3373
bharatiya,2692
bhatia,358
bhatt,153
bhattacharya,475
bhim,94
bhimrao,58
bhool,30
bhulaiyaa,3
bhumi,23
bhupesh,92
bhuvneshwar,2
bhuyan,145
bid,697
bidar,269
biden,435
big,2932
bigger,550
biggest,1045
biggies,8
bihar,5732
bihari,318
bijapur,387
bijli,46
bike,1013
bilateral,1399
billion,946
bima,29
bin,110
bindra,72
bioavailable,1
biodegradable,7
birbhum,231
bird,449
birla,553
birth,788
birthday,606
bishnoi,1136
bishnupur,254
bit,337
bjp,47247
black,756
blade,125
blaming,217
blast,922
bleeding,362
blend,133
blessed,132
blessing,984
blistering,50
bloc,4194
blood,1903
bloodshed,40
bloom,333
bloomed,16
blossom,17
blue,446
bluetooth,81
bo,9
board,4038
boast,275
boasting,54
body,7440
boeing,187
bollywood,467
bolpur,221
bolster,150
bolstered,61
bolstering,191
bomb,1514
bommai,310
bond,752
bonding,24
bongaon,221
book,1250
booked,1526
boost,765
boot,53
booth,1589
border,3012
bordering,99
borne,94
bos,203
botox,7
bottle,419
boult,7
boundary,406
bowler,57
bowling,47
box,417
boyband,1
br,1585
brabourne,2
brace,65
brahmastra,2
branch,1366
brand,819
brar,176
bravery,123
breaking,553
breakthrough,261
breast,77
breath,132
breathability,7
breathable,4
bribe,397
bribery,152
brilliant,56
bring,2353
bringing,929
brings,242
britain,57
british,631
broadcaster,73
broader,445
brother,3981
brought,3006
brown,54
brunt,109
bucci,7
buddhism,44
budget,2146
budidgattu,1
build,1519
builder,354
building,4412
built,1665
bullet,745
bump,20
bumrah,21
bureau,758
burger,46
burning,619
bursting,78
bus,3947
business,3028
busy,550
buttler,15
button,180
buying,313
byte,10
caa,344
cabinet,3610
cable,212
cafe,168
calculated,101
called,5016
calling,1867
calm,324
calming,5
cambodia,137
cambodian,21
came,7463
camera,1380
cameron,19
camp,1477
campaign,4183
campaigner,245
campaigning,1310
cancer,619
candid,61
candidate,14565
canvas,43
canvassing,55
cap,322
capability,879
capacity,1376
capf,71
capital,2713
capitalize,27
capitalizing,6
capricorn,16
captain,493
captaincy,17
caption,73
captioned,37
captivating,40
capture,382
capturing,286
car,4631
card,2199
cardiac,189
care,2298
career,947
careful,174
carefully,228
carried,1875
carrier,238
carrying,1633
case,23819
cashback,13
cast,1171
caste,2603
castigated,23
casting,397
casual,133
casualty,639
catch,344
catching,96
catering,122
caught,1360
cause,2599
caused,2076
causesfor,1
causing,1762
cautious,147
cbi,3879
cctv,2609
cec,686
celebrated,552
celebrating,393
celebration,1251
celebrity,264
celebs,13
cell,1091
celluloid,6
cent,1379
central,7472
centre,8770
century,556
ceo,1076
ceramides,1
cerave,2
ceremony,2239
certain,1679
cervical,46
cgm,7
chahal,79
chahar,12
chaircar,2
chaired,326
chairman,1946
chakaravarthy,7
challenge,3593
challenged,787
challenger,110
challenging,1186
chamarajnagar,175
chamber,321
champion,357
championship,165
chance,1107
chandigarh,1028
chandni,302
chandra,625
chandrababu,862
chandrachud,710
change,3989
changed,1346
changer,39
changing,511
channel,1121
chanting,116
chaos,745
character,478
charan,799
charge,6140
charged,925
charm,70
chart,143
chasing,99
cheap,149
check,1978
checked,532
cheek,37
cheekbone,3
cheered,45
chemical,520
chenchu,2
chennai,4116
chepauk,24
cherished,65
cherry,18
chhattisgarh,2525
chhillar,2
chidambaram,283
chidorigafuchi,1
chief,21888
chikkballapur,175
chikkodi,224
chikmagalur,180
child,7436
china,2491
chinaswammy,1
chinese,1062
chinnaswamy,25
chipped,21
chitradurga,381
choice,1508
choose,543
choosing,195
chopra,146
chose,585
chosen,443
chota,5
chote,15
chowdhury,456
chowk,876
chris,23
christian,283
cinema,372
cinematic,39
circled,4
circling,8
circulating,287
circumstance,743
cited,1112
citing,1644
citizen,3341
citizenship,661
city,10757
civic,1351
civil,2273
civilian,580
civilization,33
clad,39
claim,4987
claimed,6968
claiming,1707
clash,770
clashed,118
class,3740
clean,1318
cleanliness,153
cleanse,25
cleansing,24
cleanup,29
clear,3427
clearer,71
clearing,271
clearly,908
client,303
climate,947
climbing,85
clinched,410
clinching,54
clinically,13
clip,613
clock,221
close,3222
closely,831
closer,343
closest,182
closing,159
closure,523
clothing,156
clue,217
cluster,233
cm,14107
cmp,4
cnn,18
coalition,1168
coating,24
code,2444
coetzee,6
coincide,45
coincidence,118
coincidental,3
coincides,86
cold,706
collaboration,934
collaborative,127
collagen,8
colleague,1540
collect,564
collection,630
collector,1094
color,29
coloration,2
colour,428
combating,95
combined,417
come,9324
comeback,381
comedy,87
comet,6
comfort,378
comfortable,317
comfortably,71
coming,2532
commander,363
commemorating,30
commenced,293
commendation,8
commended,97
comment,2284
commentary,39
commented,210
commercial,1103
commission,6589
commissioner,4176
commitment,2379
committed,2295
committee,5798
common,1715
communication,1189
community,6513
compact,48
company,5334
compared,1742
comparison,264
compatriot,6
competition,528
competitive,353
complaint,7315
complemented,34
complete,1923
completely,933
completion,684
complicating,41
composition,315
compost,12
compounded,78
comprehension,6
comprise,124
comprises,314
comprising,1001
compromising,97
comptroller,48
compulsory,177
concealed,189
conceding,30
concentration,175
concern,4710
concerned,1459
concerning,704
concert,222
conclude,428
conclusion,397
condemn,294
condemnation,97
condemned,786
condemning,177
condition,4439
condolence,628
conducive,87
conduct,3222
conducted,3514
conducting,920
conference,2359
confidence,1805
confident,905
confirm,331
confirmed,3035
conflagration,14
conflict,1478
confrontation,322
confusion,308
congratulation,444
congress,32523
connect,432
connected,578
connection,2720
connectivity,856
connects,200
conquering,9
conscious,117
consecutive,870
consequence,596
consequently,156
conservative,104
consider,862
considerably,63
considered,1597
considering,1001
consist,47
consistency,68
consistently,474
consisting,148
consolidate,126
conspiracy,1571
constant,373
constituency,9942
constitutes,87
constitution,3278
constitutional,1008
construct,302
constructed,607
construction,2910
consulate,270
consumer,865
consuming,276
contact,1265
contacted,608
contain,214
contains,159
contemplated,44
contender,595
content,1051
contest,2705
contesting,2653
contingency,48
continue,3492
continued,1999
continues,1112
continuity,113
continuous,409
continuously,376
contract,1085
contribute,411
contributed,512
contribution,1132
control,3960
controversy,1696
convenience,204
convenient,213
conversation,824
converted,186
convict,520
coochbehar,188
cook,167
cookie,2
cool,191
cooperate,345
cooperation,1788
cooperative,562
coordinated,276
cop,3175
copy,622
cord,70
core,603
corner,623
cornerstone,66
corporation,2500
correlation,23
corruption,2292
cosmic,34
cosmos,16
cost,2384
council,2043
counsel,1109
counter,717
countered,224
counterpart,555
counting,1945
country,13476
couple,2488
coupled,200
courage,446
courageous,29
course,1863
court,23603
cover,1547
coverage,327
covert,56
coveted,66
cowardly,92
cozy,14
cpi,897
crafted,63
crafting,31
craftsmanship,26
craving,10
create,1896
created,1446
creating,1159
creche,13
credit,981
credited,196
crept,37
crew,786
cricbuzz,7
cricket,896
cricketer,216
cricketing,38
crime,6269
criminal,3989
critic,256
critical,1924
criticised,1222
criticized,668
crooning,3
crop,841
crore,11964
crowd,1707
crucial,2297
cruise,97
crumb,1
crunching,2
csk,184
cuddling,3
culminated,84
culprit,406
cultural,1168
culture,1298
cummins,22
cup,370
curious,95
curran,9
current,2142
currently,2638
curve,46
cushioning,14
custody,3197
customer,813
customizable,6
customization,5
cut,1138
cycle,400
cylinder,404
cyst,7
daesh,1
daily,1705
dakshin,388
dakshina,214
dalit,787
dalits,575
damage,1345
damaged,765
damascus,19
damepl,1
damp,32
dance,353
danced,24
dancer,107
danger,525
dangerous,456
daniel,47
darjeeling,295
dark,349
darshan,1383
daryl,3
dash,64
data,3756
date,3871
dated,475
datke,32
daughter,3741
daunting,31
davanagere,238
david,166
dawood,165
day,21052
dayal,85
dazzle,4
dc,497
dcp,955
dead,2394
deal,1631
dearly,5
death,7005
debut,323
decelerated,2
december,1685
decent,128
decide,1100
decided,3305
deciding,221
decimate,11
decision,5748
declaration,554
declared,3673
decline,715
dedicated,871
dedication,423
deed,228
deep,1484
deepak,627
deeply,756
deepshikha,1
defeat,1471
defeated,915
defeating,520
defence,3075
defended,435
defending,148
defense,297
define,76
definitely,255
degeneration,4
deity,267
delay,1975
delayed,896
delaying,119
deleted,191
delf,19
delhi,46376
deliberate,327
delicate,83
delightful,13
delineated,7
deliver,784
delivered,715
delivering,365
delivery,876
demand,4879
demanding,1796
demise,348
democracy,1590
democratic,1985
demonstrate,157
demonstrated,255
demonstration,395
denied,1629
denim,16
deo,517
deol,11
deos,14
departing,103
department,8415
deployed,1492
deploying,169
deposited,162
depth,330
deputy,4757
derivative,15
dermatologically,1
dermatologist,9
desai,265
deserve,167
deshmukh,603
deshpande,113
design,824
designed,743
desire,368
desk,121
desperately,109
despite,5337
destabilising,19
detachable,6
determination,294
determine,704
determined,1019
determining,482
devarakonda,10
devdutt,16
develop,777
developed,1888
developing,901
development,9560
devendra,1380
devgn,12
device,855
devoid,57
devyani,33
dgm,4
dhan,54
dhankhar,413
dharamsala,23
dharwad,417
dhawan,60
diagnosed,113
dialogue,708
diamond,588
diaper,11
didis,48
die,397
died,3887
difference,1123
different,4034
differential,37
difficulty,502
dig,578
digha,27
digital,1430
dignity,525
dikhhla,2
dimri,2
dinesh,471
dinner,304
diplomacy,205
diplomat,472
diplomatic,814
dipped,116
direct,1559
directed,3010
directing,316
directive,1031
directly,1162
director,3087
directorate,1078
directorial,9
disappointed,136
disappointing,93
discerning,9
discharged,367
disclaimer,93
disclosed,366
discomfort,167
discount,120
discourage,60
discovered,1109
discovering,96
discovery,371
discrepancy,259
discus,917
discussed,1153
discussion,2176
disdain,14
disha,80
dismissal,152
dismissed,1201
dismissing,208
disorder,236
dispensing,10
display,594
displayed,399
dispute,1451
disrupted,294
disrupting,210
distance,829
distinct,340
distinctive,79
distinguished,184
distinguishes,4
distraction,53
distressed,154
distributed,479
district,14181
disturbed,184
dive,38
diver,59
diverse,546
diverted,447
division,1749
divorce,487
dk,477
dm,309
dmk,1296
dmrc,104
doctor,6248
document,2392
dog,1365
dolas,1
dollop,5
domestic,1237
domestically,31
dominance,398
dominating,35
donate,99
donated,202
donor,282
doorstep,77
dose,91
doubled,181
downed,14
downgrading,14
downing,18
downplay,20
dr,3320
drama,364
drape,1
draw,549
drawing,521
drdo,216
dream,803
dreamliner,20
dressed,228
dressing,49
drew,518
drinking,670
drive,1750
driver,3633
driving,1553
drone,908
dropped,770
droupadi,355
drying,63
du,166
dual,148
dubbed,135
dube,15
duet,4
dull,24
dum,472
duo,755
duplication,34
durability,38
durable,37
durbar,11
durgapur,216
dwarka,436
dy,451
dye,34
dying,131
dynamic,470
dysphonia,2
eager,130
eagerly,107
ear,315
earlier,5469
early,3404
earn,233
earned,405
earning,322
earth,606
earthen,20
earthquake,468
easier,209
easily,346
east,3033
eastern,1271
easy,659
eat,262
eating,174
ec,2160
echoed,254
echoing,220
eci,573
economic,2378
economical,18
ecosystem,560
ed,2869
edema,1
eden,129
editor,75
education,5170
educational,1302
effective,935
effectively,838
effectiveness,107
efficacy,51
efficiency,362
effort,4632
egalitarian,7
ego,228
eid,143
ekana,79
eknath,1949
el,76
elder,557
elderly,764
elect,545
election,32550
elector,349
electoral,2933
electricity,1198
electrifying,30
electronics,371
elegant,21
elegantly,4
elephant,396
elevate,85
elevated,361
elevating,44
eligible,851
eliminate,387
eliminated,108
elimination,85
eliminator,16
elite,154
embark,54
embarked,107
embassy,730
embodying,35
emerged,2050
emergency,2135
emerges,71
emerging,574
emeritus,84
eminent,101
emotional,469
emotionally,53
emphasised,1023
emphasized,926
emphasizing,567
employed,518
employment,1158
empower,184
empowered,168
empowering,161
empowerment,350
empowers,56
emraan,6
emulate,26
emulsion,2
enacted,181
encapsulated,5
encased,7
enchant,2
encounter,909
encountered,123
encountering,33
encourage,355
encourages,81
encouraging,267
end,3197
endeavour,159
ending,429
endless,67
endorsed,221
enduring,152
energetic,32
energy,1661
enforcement,1536
enforcer,8
engaged,1024
engagement,700
engages,55
engaging,481
engine,681
engineering,1323
english,480
enhance,1095
enhanced,601
enhances,62
enhancing,440
enjoy,250
enjoyable,26
enjoyed,180
enjoying,106
enjoys,136
enliven,1
enormous,69
enquiry,231
enriched,35
ensure,5807
ensured,598
ensures,378
ensuring,1882
ent,25
enter,963
enterprise,291
entertainment,179
enthusiasm,229
enthusiast,164
enthusiastic,95
entire,3142
entity,667
entrepreneur,305
entrepreneurial,51
envelope,35
environment,1596
environmentally,37
envisioned,47
envoy,88
epidermal,2
equal,473
equality,343
equalizer,5
equation,113
equipped,354
equipper,2
equity,232
er,42
era,588
eradicated,38
eros,29
error,416
escalate,95
escalating,208
escalation,134
especially,2256
esplanade,111
essence,298
essential,1185
establish,983
established,1450
establishing,368
establishment,898
estimate,443
estimated,748
et,38
etch,5
etched,32
ethnic,463
ethylene,14
europe,351
eva,11
evacuate,110
evade,197
evaluation,195
evanston,1
evening,2685
event,5033
eventuality,32
everybody,797
evidence,3399
evident,534
evil,111
evms,793
evolving,207
exact,480
exactly,249
exam,3187
examination,1937
examined,482
examining,330
example,1059
exceed,177
excellence,220
exceptional,213
exceptionally,50
excercise,1
excess,386
exchange,1143
excise,1008
excision,3
excitement,149
exciting,103
exclusive,296
executive,1207
exemplary,110
exemplified,29
exercise,1305
exercising,102
exhilarating,15
exist,335
existence,252
existing,1088
expand,503
expect,600
expectation,463
expected,4687
expects,170
expedite,257
expense,451
experience,2273
experienced,919
experiencing,305
expert,2483
expertise,284
expertly,6
explained,987
explains,185
explore,643
explosion,419
explosive,409
exposed,551
exposure,280
express,1751
expressed,3717
expressing,699
expressway,711
extend,577
extended,1672
extending,305
extension,670
extensive,808
extent,484
external,1272
extra,439
extreme,862
eye,1281
eyeball,13
eyeing,161
fabric,155
face,5402
facebook,346
facebooktwitterpintrest,2
faced,2390
facilitate,618
facilitating,237
facility,2885
facing,1608
fact,2396
faction,724
factor,1425
faf,6
fail,298
failed,2415
fainting,23
fair,1142
fake,1892
fall,1432
falling,671
false,1628
falsified,19
fame,146
familial,42
familiar,208
family,15127
famous,365
fan,876
fantastic,46
fantasy,37
far,2903
farmer,4237
fasal,14
fashion,283
fast,601
faster,280
fastest,79
fatehi,10
father,5004
fatigued,3
favor,109
favorable,46
favorite,25
favour,1002
favourable,196
favouring,69
favourite,179
fcu,45
fear,1309
fearless,34
feat,131
feature,1131
featured,291
featuring,392
february,2158
fee,1162
feedback,331
feel,1624
feeling,568
fell,1745
fellow,432
felt,1129
female,1237
festival,1303
festivity,174
fibre,70
field,1775
fielded,921
fifth,985
fight,2523
fighting,802
figure,1870
figuring,16
file,2974
filed,6268
filing,979
filled,619
film,2242
filmfare,4
filming,79
final,3175
finale,34
finally,1101
finance,1659
financer,1
financial,3398
financier,18
finding,1404
findthe,1
fine,1014
fir,4317
fired,603
firefly,7
firework,85
firing,687
firm,2065
fiscal,560
fish,432
fishnet,3
fit,407
fix,324
fixed,613
fixture,27
flagship,177
flair,5
flat,1510
flatter,4
flattish,1
fled,1040
flex,39
flexibility,115
flight,4284
flocking,13
flood,760
floor,1641
floral,48
fluidglow,5
flying,450
focal,83
focus,2339
focused,804
focusing,657
focussed,68
fold,110
follow,1199
followed,3161
following,9392
food,3546
foot,1211
footage,2267
footfall,229
force,5901
forced,1476
forcing,451
forecasted,93
forecasting,139
foreign,3085
forensic,1094
forest,2928
forgetting,28
forging,76
form,2808
formation,991
formed,2364
formidable,317
formula,434
formulated,76
formulation,91
forthcoming,529
fortune,206
forward,2049
fought,562
founding,114
fourth,1198
fpo,18
fragment,55
fragrance,29
framework,552
france,360
franchise,147
frankfurt,81
fraud,957
fray,458
free,3016
frequently,412
fresh,1450
friday,7231
friend,3444
friendly,283
frivolous,63
fry,24
fuel,585
fugitive,133
fulfil,359
fulfilled,240
fulfilling,492
fulfillment,21
fully,1260
fun,127
function,1388
functionality,40
functioning,539
fund,3169
fundamental,584
funding,658
funeral,243
furniture,130
furthermore,145
future,3320
g20,217
gaddadevara,173
gadkari,927
gag,38
gaikwad,224
gain,1294
gained,567
gaining,165
gak,1
galaxy,104
gambhir,104
game,1078
gameplay,3
gamer,4
gamers,28
gaming,362
gandhi,9428
gang,1604
gangopadhyay,236
gap,815
garden,767
gargle,1
garib,36
garner,85
garnered,344
gas,1149
gate,1132
gated,30
gateway,364
gathering,1202
gaurav,541
gave,2433
gayi,18
gayle,9
gaza,264
gear,236
gearing,422
geesgandi,1
gehlot,338
gel,8
gemini,38
gender,452
general,6935
generallast,1
generated,347
gentle,69
gently,32
geopolitical,147
gerald,20
german,202
getaway,32
getting,2637
ghar,180
ghars,3
ghatal,230
ghaziabad,555
ghosh,1272
giant,340
gilchrist,6
gill,94
gilon,5
girl,4475
girlfriend,303
given,6324
giving,1748
gl,4
glass,384
glenn,8
glimpse,164
glitzy,4
global,3284
glow,22
gm,110
god,2018
godzilla,1
going,4281
gold,1878
good,4329
gorilla,1
got,4929
gothan,3
governed,213
governing,398
government,20173
governor,2897
govt,23346
gowarikar,2
grabbed,143
graced,21
graceful,14
gracefully,17
gradual,76
grain,173
gram,606
granactive,1
grand,853
grant,1140
granted,2100
grappling,151
gratitude,384
gravity,199
great,1331
green,1271
greeting,197
greets,11
grew,343
grey,88
grievance,501
grim,75
ground,3424
groundbreaking,66
group,6558
grow,426
growing,1331
growth,1964
gsqr,1
gt,213
guarantee,1117
guaranteeing,19
guard,1411
guidance,368
guided,203
guideline,1143
guiding,94
gujarat,3881
gujarathi,1
gulaal,1
gulbarga,238
gunman,71
gunshot,192
gush,19
guwahati,640
gyan,45
gyming,7
haan,10
habit,449
habitat,267
habitation,57
haemorrhage,23
haesoo,1
hagari,2
hai,1173
hailed,297
halba,2
half,1143
hall,856
hamas,139
hand,3837
handle,1148
handling,613
handset,23
handsome,32
handy,29
happen,918
happened,1910
happening,574
happens,447
happy,1074
haq,23
harbour,571
hard,1331
hardcore,52
harder,81
hardik,46
harm,418
harmonising,6
harpreet,92
harsh,440
harshal,37
harshit,25
haryana,8312
hashmi,8
hassan,714
haul,95
haveri,426
head,3669
headed,950
heading,622
headline,179
headquarters,934
healing,63
health,6083
healthcare,1104
healthy,484
hear,621
hearing,2669
heart,1371
heartbreaking,54
heartwarming,43
heaved,17
heavily,384
heavy,2979
hebbalkar,305
heel,146
height,634
heightened,235
heinrich,7
held,8605
helmed,38
help,4501
helped,1242
helping,493
helpline,448
hemant,851
heralding,4
heritage,1101
hero,314
hesitate,64
hetmyer,3
hezbollah,85
high,8806
higher,2777
highest,2293
highlight,1115
highlighted,2328
highlighter,3
highlighting,1193
hilariously,5
hill,953
himachal,2241
himalaya,102
himanshu,104
hindi,905
hindu,2960
hinting,366
hired,344
history,2172
hit,2601
hitnal,173
hitter,1
hitting,618
hive,68
hmar,72
hoarse,5
hoarseness,1
hold,3335
holder,497
holding,1509
hole,149
holi,517
holiday,1487
hollow,65
holy,532
homage,108
home,10374
honor,133
honored,41
honoured,192
hooda,999
hooghly,318
hope,2156
hopefully,63
hoping,451
horn,67
horoscope,24
horror,202
horse,155
hospital,12619
host,581
hosted,393
hostel,812
hostility,78
hosting,216
hot,372
hotel,1865
hotmelt,2
hour,6097
house,9482
household,713
housewife,26
housing,1043
houthis,18
howrah,418
http,107
hub,1081
huge,1716
huh,1
humor,16
humorously,19
hundrends,1
hungry,60
hunting,75
hurdle,227
hurled,167
hurried,18
hurry,151
hussain,649
hut,78
hyaluronic,3
hyderabad,4319
hydrate,3
hydrated,32
hydrological,14
hygiene,167
hyper,6
hyperpigmentation,1
hypoallergenic,7
ibrahim,165
icc,105
iconic,305
id,495
idea,1151
ideal,273
identify,1042
identity,1602
ideological,202
idf,20
idhar,147
igniting,27
ignored,353
illavarsu,1
illegal,3324
illuminates,5
image,2602
