Word,Frequency
acknowledged,637
acknowledging,256
acknowledgment,105
acquire,451
acquisition,770
acrylic,57
act,2325
action,6827
activate,1598
activating,255
activation,234
active,8081
actively,891
activity,7805
actor,729
actress,200
actual,495
actually,1211
actuated,2
acute,10
ad,2227
adam,175
adapt,620
adaptable,97
adaptation,117
adapted,103
add,12662
added,6893
adding,5195
addition,7282
additional,9506
additionally,6183
address,5648
addressed,1154
addressing,1170
adequate,609
adhere,155
adheres,34
adjust,4610
adjusted,217
adjusting,983
adjustment,1394
adjusts,1718
admin,148
administration,926
admirably,244
admiration,256
admit,110
adolescence,15
adolescent,46
adopted,350
adopting,214
adoption,991
adopts,38
adorable,194
adore,47
adorning,31
adsbeing,2
adult,846
advance,778
advanced,13376
advancement,1214
advancing,205
advantage,3174
advantageous,57
adventure,2625
adventurer,260
adversary,89
advertisement,304
advertiser,204
advertising,583
advice,750
advised,606
advising,76
advocated,113
advocating,134
aero,21
aeroactive,2
aesthetic,3639
affect,1194
affectation,36
affected,1643
affecting,844
affection,160
affectionately,10
affiliate,149
affordability,1053
affordable,5976
ag,89
agarwal,232
age,2344
aged,294
agency,2626
agent,992
aggressive,605
agile,126
agitogi,2
ago,1299
agreement,950
ahead,2017
ai,46802
aid,824
aiding,65
aim,6845
aimed,1852
aiming,1112
aimra,8
air,20654
airborne,326
airbrushed,36
aired,80
airflow,1687
airpod,62
airpods,8978
airport,556
airtel,924
airtrigger,1
airvooc,122
aisaka,2
aka,117
akg,50
akumi,2
al,233
ala,44
alarm,2004
albeit,145
album,1223
alda,7
alert,3061
alerting,146
alertness,11
algorithm,1953
ali,166
alienfx,1
alienware,449
aligning,659
alive,361
alleged,972
allegedly,591
allergy,160
alliance,306
allow,6022
allowed,2229
allowing,9712
allows,11693
allure,63
ally,2512
alongside,2549
alphanumeric,1419
alpine,42
alter,178
altered,227
alternate,203
alternative,2034
alternatively,641
alters,9
altogether,154
aluminium,1585
aluminum,1237
amane,2
amazon,14016
amazonbasics,93
ambiance,324
ambient,2469
ambulance,210
ambushed,9
amd,2712
amend,17
america,936
american,1716
amid,729
amoled,5210
ample,1097
amusing,59
analog,400
analogue,164
analogy,23
analysing,242
analysis,1619
analyst,1415
analytics,494
anc,6074
anchor,75
andaman,50
anderson,76
andesgpt,1
andhra,167
andrew,47
androd,25
android,16165
andy,167
angel,161
angeles,221
angle,2653
angry,127
angular,123
ani,174
animal,768
animated,698
animation,1522
anime,1218
animesh,3
anna,85
anniversary,560
announce,853
announced,9074
announcing,398
annoying,201
annual,2047
anonymity,33
anonymous,245
anonymously,15
answer,10231
antenna,339
antic,14
anticipate,219
anticipated,1924
anticipating,88
anticipation,1082
antidote,36
antique,28
antitrust,361
antutu,57
anxiety,303
anymore,181
anytime,199
anzu,7
apart,2427
aperture,3125
apex,242
api,301
apology,119
app,36277
appeal,2461
appealing,1097
appear,3594
appearance,1589
appeared,650
appearing,430
appears,1654
apple,57561
appliance,3056
applicable,731
applicant,304
application,4941
applied,471
apply,1569
applying,607
appointed,212
appreciate,1211
appreciated,402
appreciation,328
approach,5132
approaching,250
appropriate,460
approval,770
approve,141
approved,548
approximately,1730
apps,16954
appstudios,7
april,3688
apt,23
aptly,36
aptx,462
aqcolor,2
aqua,385
arab,45
araragi,6
arbitrary,272
arc,1757
architecture,1225
archiving,53
area,5991
arena,451
argue,400
argued,512
ariana,24
arima,5
arisen,12
arm,1516
armed,51
armoured,33
arranges,3
array,1963
arrested,347
arrive,1147
arrived,379
arrives,302
arrow,614
art,1399
article,1721
artificial,2487
artist,1096
artistic,385
artwork,260
asahi,1
ascend,47
ashneer,100
asia,711
ask,1982
asked,1837
asking,831
asks,225
aspect,2842
asphalt,265
aspiration,128
assassin,517
assembly,457
asserts,112
assessing,94
assessment,247
assign,153
assignment,221
assist,2516
assistance,1252
assistant,5219
associated,1620
association,518
assume,163
assumes,23
assuming,136
assured,390
astronomy,5
asus,6146
atm,433
atmos,2761
atmosphere,701
atmospheric,221
attach,364
attache,234
attachment,1051
attack,2283
attacker,921
attempt,2100
attention,3262
attracting,365
attraction,282
attractive,1272
attributed,424
atul,146
audience,1847
audio,32561
audiobooks,195
audiophile,106
audiovisual,38
augmented,492
august,3786
aura,626
aurora,194
australia,806
authentic,328
authenticity,582
authorised,1261
authority,1986
authorization,88
authorized,809
auto,4094
autocomplete,14
autofocus,904
automated,536
automatic,2655
automatically,4751
automation,381
automaton,5
aux,1182
avada,29
avail,2192
availability,9292
availabiliy,25
available,41115
avante,6
average,1659
avid,82
avoid,3320
awaiting,113
award,1463
aware,1775
awareness,1202
away,4140
ayuzawa,2
azure,390
azusagawa,2
b9v1c3x5z7q2w4e6,2
bachelor,67
backed,1800
backend,111
background,4701
backpack,306
backup,2713
bad,1023
badge,276
bag,1071
bakemonogatari,4
balance,4604
balanced,2579
balancing,350
ball,2083
ban,2446
band,3405
bandwidth,372
bank,13187
banking,1394
banned,1003
banning,131
banter,73
bar,4601
barbarian,2
barrier,433
base,2975
based,8333
baseline,31
basic,2572
basket,467
bass,9508
basslines,36
bathed,18
baton,3
battery,36349
battle,3518
battlefield,602
battling,176
beat,5155
beatles,42
beautiful,1232
beautifully,318
beauty,954
bedtime,262
bee,1485
beetle,1
began,886
begin,3274
beginning,1057
begun,345
behavior,561
behaviour,767
beige,203
belief,946
believe,1720
belong,440
belonging,204
beloved,604
benchmark,840
benchmarking,9
beneficial,541
benefit,5232
benefiting,465
benq,1042
bespoke,766
best,10496
bet,161
beta,3099
better,10326
beware,158
bezel,2596
bgmi,904
bharatiya,55
bharatpe,474
bhatt,45
bid,340
biden,437
big,5149
bigger,1964
biggest,1810
billion,4464
billionaire,667
binge,87
biometric,1060
biometrics,472
bionic,601
bios,552
biotar,41
bipedal,12
bird,542
bit,4888
biz,22
bjp,125
blablacar,1
black,13709
blackmail,29
blade,483
blake,7
blank,103
blend,3469
blending,580
bleutooth,19
blink,182
blizzard,130
bloat,54
bloatware,555
block,2181
blocked,869
blocking,805
blog,952
blood,2657
bloomberg,2055
blossom,204
blowing,137
blue,7735
bluehole,2
bluetooth,13494
blur,1078
blurred,194
blurring,141
blurry,176
blush,38
board,2124
boarding,141
boast,8429
boasting,747
boat,5490
bob,147
body,4667
bohemian,73
bokeh,625
bold,919
bolstered,33
bolt,103
bond,362
book,3664
booking,1825
boom,523
booming,94
boost,4303
booster,482
boosting,478
bored,93
born,380
bos,463
bose,304
botttom,2
bought,405
boundary,876
boutique,51
box,5492
boxing,250
boy,785
br,38
bracket,348
braille,1
brain,2141
brainchild,1
brainstem,3
branch,310
brand,10508
branding,1229
brava,12
brave,120
brazil,308
brb,32
breach,657
break,1980
breaking,1877
breathe,175
breathtaking,351
breeding,17
breeze,640
breezed,59
brevity,11
brian,123
bridge,591
briefly,190
bright,3670
brighter,939
brightest,252
brightness,7193
brilliant,364
bring,4333
bringing,2870
brings,3404
brio,392
broad,455
broadcaster,85
broader,2022
broker,111
brooding,6
brought,1395
brower,6
brown,719
browser,2241
browsing,2937
brush,639
brushed,117
bsnl,207
bt,712
bubble,365
buck,60
bud,19603
buddy,123
budget,3527
buff,65
bug,1008
build,7339
building,3174
built,3091
bulb,174
bulkier,203
bulky,867
bullet,219
bullying,45
bump,727
bundle,710
bundling,57
bunker,13
bunny,314
burden,167
bureau,236
burglary,5
burn,285
burst,336
bus,181
business,9344
busy,1376
butterfly,76
buttery,260
button,14274
buy,2608
buyer,1821
buying,1382
buzz,366
bypass,546
bypassing,100
ca,1335
cab,260
cabinet,255
cable,3666
cache,981
cafe,172
cage,20
cake,305
calamity,14
calculator,346
calibre,23
california,439
californian,10
called,3193
caller,570
calling,3914
calm,390
calman,1
calorie,279
cam,561
came,1749
camera,43866
campaign,1566
canal,393
cancellation,7813
candidate,847
candy,442
capability,10688
capable,2885
capacity,4128
capitalise,75
capsule,288
captioned,204
captivate,551
captivates,48
captivating,1593
capture,5631
captured,1599
capturing,2684
car,2661
card,17439
cardsinfinix,1
care,2478
careem,2
career,1303
carl,196
carol,2
carried,587
carry,2716
carrying,744
case,16984
cash,1208
cashback,2511
casing,379
cast,686
castor,6
casual,3664
catalogue,133
catch,875
categorizes,39
category,8824
cater,1799
catering,1190
caters,675
caught,520
cause,2093
caused,1058
causing,826
cautionary,38
cautioning,26
cave,35
caveat,21
cbc,4
ce,2316
cease,108
celebrated,742
celebrates,149
celebratory,163
celebrity,429
cellular,789
cent,295
center,2600
centered,122
central,1537
centrally,72
centre,2959
centred,189
century,286
ceo,8332
certain,2694
certainly,549
certification,1765
certified,862
chabot,2
chain,1162
chakshu,40
challenge,11623
challenging,2976
chamber,984
champagne,168
champak,36
championing,40
chance,3157
chandra,33
change,10498
changed,1139
changing,1205
channel,5558
channelled,1
chapter,419
character,3845
characterised,72
characteristic,314
charge,12095
charged,1232
charger,3211
charging,25620
charm,527
charming,122
chase,301
chasing,213
chassis,1200
chat,4659
chatbot,1019
chatbots,622
chatting,116
cheap,341
cheaper,446
cheat,507
check,7072
checking,850
checkmark,101
checkmarks,42
checkout,102
checkpoint,23
cheer,306
cheerful,61
chemistry,56
cherimoya,1
chest,126
chibi,33
chic,277
chief,1787
child,3565
childhood,238
chimp,36
china,3648
chinese,3330
chip,11017
chipset,5896
chipsets,396
chocolate,172
choice,7800
choose,6769
choosing,812
chop,168
chose,207
chosen,480
chosun,29
chris,128
christian,51
chromebook,216
chromebooks,157
chromeos,576
chronicle,33
chunibyo,8
churning,83
cid,30
cinema,1336
cinematic,1236
cinephile,8
circle,1114
circling,49
circuit,338
circuitry,28
circular,1054
circumstance,223
cited,605
citing,832
citizen,866
city,3509
citymapper,16
civil,171
cjpa,6
claim,16122
claimed,4275
clannad,13
clarified,382
clarifies,39
clarity,3723
class,1060
classic,2876
classified,127
classmate,35
clean,4997
cleaner,1834
cleaning,4039
clear,9622
clearer,747
clearly,897
cleric,4
clever,699
cleverly,246
click,8078
clicking,1186
client,787
clientele,10
climate,278
clip,1370
clock,2770
clocked,283
clocking,27
clockwise,31
close,2398
closely,1013
closer,1236
closing,520
closure,306
clothing,348
cloud,3803
club,379
clue,5210
clutch,36
cmf,1560
cmo,84
cnbc,182
cnet,15
cny,153
coastguard,5
coating,1229
coaxial,181
cobalt,99
code,31615
codec,651
codecs,509
codenamed,135
coding,587
coercing,6
coercion,4
cognitive,160
coincide,38
coincidentally,10
coined,10
collaborated,102
collaboration,2717
collaborative,351
collaborator,33
collapsible,19
colleague,434
collect,2274
collected,558
collectible,258
collecting,331
collection,1998
coloffit,4
colofit,2
colombia,19
color,4358
colorfit,2012
colorising,29
coloros,341
colorway,22
colour,23526
combat,1658
combating,123
combination,2526
combine,3007
combined,1691
combining,969
combo,5188
come,50360
comeback,283
comedic,68
comedy,302
comfort,3872
comfortable,4918
comfortably,857
coming,4297
command,2443
commemorative,20
commendable,562
commended,32
comment,1869
commented,931
commerce,1156
commercial,885
commercialization,23
commission,1523
commit,138
commitment,3394
committed,1070
common,2818
commonly,428
communicates,29
communication,3652
community,3898
compact,5267
companion,2931
company,47171
comparable,325
compare,844
compared,6765
comparison,1879
compatibility,2900
compatible,3879
compelled,103
compelling,2626
compensation,694
compete,1856
competency,17
competent,82
competes,223
competition,2331
competitive,3120
competitor,1645
compiled,140
complained,232
complaining,152
complaint,1532
complementary,51
complemented,637
complete,6098
completed,1598
completely,1815
completing,1064
complex,2437
compliance,707
complication,148
complimentary,420
comply,478
component,2266
composed,218
composer,111
composition,306
comprehension,3
comprehensive,3680
comprising,319
compromise,1059
compromised,479
computational,286
compute,289
computer,3409
concealed,114
concedes,5
concentration,60
concern,5257
concise,154
concluded,212
conclusion,286
condition,6565
conditioned,4
conditioner,2251
conduct,474
conducting,207
conductor,7
conference,1113
conferencerence,1
confessed,16
confessing,3
confession,17
confidence,899
confident,478
confidential,186
confidently,102
configuration,1614
configure,265
configured,154
configuring,75
confirm,1508
confirmation,669
confirmed,3911
confirming,305
confirms,289
conflict,490
congenial,2
congress,274
connect,6396
connected,4515
connecting,888
connection,10878
connectivity,11755
connector,485
connects,929
consequently,58
conservative,188
consider,2471
considerable,548
consideration,646
considered,661
considering,2566
consistency,610
consistent,2323
consistently,1256
consisting,361
consists,670
console,2518
consonant,1
conspicuously,42
constant,659
constantly,834
constitutes,43
constructed,160
construction,1336
consultation,168
consultative,1
consulting,186
consumer,7733
consumption,2459
contact,4604
contain,283
containing,1539
contender,1598
content,13690
context,1318
continually,105
continuation,66
continue,4113
continued,961
continues,3514
continuously,936
contour,180
contract,531
contrary,72
contrast,2893
contrasting,186
contributing,680
control,21207
controlled,831
controller,1278
controlling,798
convenience,3581
convenient,2770
conveniently,715
convention,172
conventional,572
conversation,3164
convert,743
converted,151
convertor,2
convey,159
convicted,38
convincingly,95
cook,897
cooky,287
cool,3214
cooler,1094
cooling,7477
coordinate,79
coordination,84
copilot,2178
copper,1254
copy,1281
copyright,341
cord,300
core,9454
corner,3135
corning,958
corporate,1203
corporation,537
corrective,43
correctly,544
cortex,135
cosplay,13
cost,8059
council,227
counter,680
countless,279
country,6765
couple,1553
coupled,674
cour,8
courier,58
course,1182
court,2232
cover,3193
coverage,1534
covered,1100
covering,630
covert,27
cp,104
cpu,2818
crack,1036
crackdown,101
cracked,1199
crackle,2
craft,506
crafted,1953
crafting,335
crank,353
crash,693
craves,42
craving,84
crawler,7
crazy,248
create,8439
created,2473
creates,1014
creating,3989
creation,1517
creative,2943
creativity,1443
creator,2862
creature,293
credential,1430
credit,5059
credited,1431
creed,505
creeping,21
crickpe,8
crime,730
criminal,783
cripiset,26
crisis,272
crisp,2544
critic,416
critical,2473
criticised,435
criticism,960
crore,1872
cross,650
crossbeats,682
crosswalk,5
crowded,776
crown,1257
crucial,4313
crush,266
crypto,1813
cryptocurrency,922
crysis,1
crystal,866
ctrl,72
cuboidal,14
cue,471
culmination,89
cultural,1541
cumbersome,264
curated,1308
curb,231
curiosity,588
curious,293
curiously,19
currency,1057
current,4291
currently,4604
curse,70
cursor,517
curve,628
curved,1857
cusp,18
custom,3427
customer,13481
customisable,1758
customisation,1133
customise,2606
customised,855
customising,150
customizable,1787
customization,705
cut,2429
cute,514
cutie,22
cutting,334
cvc,2
cyber,1414
cyberattacks,194
cybercrime,310
cybercriminal,50
cybercriminals,326
cybersecurity,1331
cycle,1245
cycling,439
cylindrical,284
daily,19844
damage,1563
damaged,247
damaging,177
damsel,4
danger,459
dark,2561
darker,220
darling,107
dash,5743
dashcam,1073
dashcams,236
data,15809
database,309
date,5951
dating,403
daunting,495
day,22141
daydream,4
daylight,1702
dc,1203
dead,469
deal,6284
dear,270
death,1127
debit,815
debt,196
debut,2043
debuting,56
deceased,223
december,3310
decent,4994
decide,845
decided,703
decision,3504
decline,1305
declined,435
decor,244
dedicated,5311
deemed,107
deep,5019
deepen,118
deepens,16
deeper,1894
deepfake,307
deepfakes,156
deeply,530
deepmind,240
default,2236
defending,286
defense,854
defies,14
defined,241
defines,61
definitely,790
definition,171
definitive,143
degree,1604
del,17
delaporte,7
delay,1901
delayed,371
delete,1699
deleted,607
deletion,223
delf,430
deliberateness,41
delicate,361
delight,463
delightful,266
delightfully,71
deliver,9787
delivered,1664
delivering,5115
deliveroo,8
delivers,8605
delivery,3705
dell,2621
delta,305
delusion,7
delusional,8
delve,701
demand,3447
demanded,132
demanding,2581
demeaned,5
demo,321
democratic,154
demonstrate,315
demonstrated,446
demonstrates,398
denim,36
denote,32
denotes,80
densenest,6
density,411
department,2207
departure,974
depend,217
dependable,362
depending,1886
depends,544
depicted,96
depicting,149
depicts,1126
deployed,267
deploying,73
deployment,239
deploys,20
depression,106
depth,2554
derail,17
descending,3
described,596
describes,268
describing,253
description,849
descriptive,59
desert,443
deserves,299
design,39816
designated,598
designation,80
designed,15519
designer,282
desire,379
desired,1461
desk,594
desktop,2375
despite,4871
detachable,366
detailed,6161
detailing,274
detained,58
detect,1949
detection,3512
deter,64
determination,199
determined,226
determines,23
detonating,1
deutsche,19
devabhaktuni,24
develop,1287
developed,2530
developer,4634
developing,1482
development,4297
develops,60
devesh,4
deviate,66
device,47975
devoid,25
devoted,58
devtest,1
dgp,8
dhare,2
dhawan,17
diablo,173
dial,1476
dialogue,744
diamond,1039
diaphragm,341
diary,13
died,168
difference,2069
different,11806
differentiate,241
differentiating,75
differs,62
difficult,1020
difficulty,1590
digi,31
digital,11606
digiyatra,14
dim,405
dime,62
dimensity,1777
dimly,276
dip,341
direct,3529
directed,460
direction,1821
directly,5595
director,2206
dirham,3
dirt,619
disability,59
disabled,266
disadvantage,49
disagreement,76
disappearance,32
disappearing,71
disappoint,429
disappointed,284
disappointing,345
disaster,209
discard,5
disclose,355
disclosed,376
disclosure,188
disco,151
discomfort,559
discontinue,154
discontinued,342
discount,13848
discounted,1194
discover,1400
discovered,755
discovering,291
discovers,35
discreet,204
discus,613
discussed,390
discussion,1449
disguising,12
disjointed,30
dismiss,159
dismissing,77
disney,204
displaced,51
display,39949
displayed,1074
displaying,479
displayport,618
displayports,26
displeasure,32
dispute,728
disrupt,408
disrupting,197
disruption,793
dissatisfaction,65
disseminated,28
dissipated,1
dissipation,130
distagon,41
distance,1006
distinct,1776
distinction,109
distinctive,1156
distinctly,116
distortion,1077
distortionless,23
distribute,227
distributed,451
disturb,288
ditch,168
ditching,104
dive,2301
diverse,2405
division,676
diya,141
dj,128
dnd,546
document,5642
dolby,5904
dolch,1
doll,125
domain,973
domestic,2815
dominance,721
dominant,197
dominate,298
domino,13
donan,13
dongle,405
doom,165
door,1522
doppler,1
dordle,326
dorm,118
dormant,1
doshi,36
dot,7364
double,2390
doubled,305
doubling,207
doubt,413
downclocking,2
download,4126
downloading,828
downloads,573
downward,221
downwards,53
dozen,492
dr,97
drain,421
drake,116
drama,302
dramatic,546
draw,805
drawback,428
drawing,1375
drawn,471
dream,1167
dreamy,184
dress,348
drive,3942
driven,1035
driver,8073
driving,1923
drone,674
drop,3587
dropdown,168
drug,297
dts,516
dual,8149
dubai,977
dubious,24
duh,51
dune,231
dungeon,97
duo,1825
duolingo,34
duopods,115
durable,2616
duration,517
dust,5112
duty,1913
dwarf,68
dwindling,22
dylan,41
dynamic,8082
dynamically,256
e3100,1
eagerly,464
eagle,135
ear,7177
earbud,1502
earbuds,33715
earc,514
earlier,4382
early,4040
earn,4693
earned,713
earning,1208
earphone,5800
earpiece,170
ease,2250
easier,3977
easiest,476
easily,8696
easter,78
easy,9268
eat,229
eateasy,1
eats,69
eccentric,12
ecd,6
eceive,20
ecg,535
echo,2891
eci,300
eclipse,249
economic,1412
ecosystem,2904
ed,239
edge,7582
edit,1505
edited,492
editing,2713
edition,4375
editor,906
educational,864
eerie,34
effect,4536
effective,3734
effectively,3563
efficiency,6808
efficient,4669
efficiently,1227
effort,3212
effortless,1023
effortlessly,1813
egg,123
eis,135
ejector,26
ektar,216
elearning,1
elec,60
election,2084
electric,1175
electrical,543
electricity,1311
electro,76
electronics,2944
elegant,590
element,4438
elevate,1964
elevated,595
elevates,326
elevating,186
elevation,72
elicit,8
eligibility,280
eliminating,1227
elise,8
elite,3138
elon,4224
elton,2
elusive,329
email,6520
embark,324
embarking,55
embrace,575
emerald,184
emerged,693
emergency,2013
emerging,701
emi,3588
emirate,67
emotion,452
emotional,828
emphasis,678
emphasise,317
emphasising,338
emphasize,60
emphasized,1153
employed,300
employee,5528
employment,289
empower,377
empowering,392
empowers,292
enable,3992
enabled,2221
enables,3032
enabling,3799
enacted,127
enc,1310
encompass,134
encompasses,108
encounter,917
encountered,320
encountering,116
encourage,621
encourages,445
encouraging,420
encrypted,253
encryption,745
end,4875
endearing,63
ending,595
endure,40
endures,16
enduring,205
energy,7372
enforce,136
enforcement,714
engage,1639
engaged,556
engagement,1378
engaging,4603
engine,3211
engineer,1732
engineering,1515
english,811
enhance,10005
enhanced,11070
enhancement,2544
enhances,4639
enhancing,4615
enigmatic,31
enjoy,5585
enjoyable,857
enjoying,1364
enjoyment,131
enquiry,174
enrich,653
enriched,130
enriching,187
enrolled,130
ensue,6
ensure,8207
ensures,9573
ensuring,10347
entanglement,11
enter,5156
entered,571
entering,1051
enterprise,954
entertained,74
entertaining,196
entertainment,4038
enthusiasm,330
enthusiast,3944
enticing,361
entire,3157
entirely,950
entity,825
entrepreneur,621
entry,2520
environment,5519
environmental,2419
envisioned,55
eol,8
epeat,157
epic,1330
episode,2103
eq,2049
equal,823
equaliser,746
equally,670
equation,117
equipment,1066
equipped,9867
era,874
erase,326
eraser,668
erratic,26
erratically,10
error,1090
escalated,131
escape,368
eshop,49
especially,7258
esports,420
essential,4774
essentially,1111
establish,476
established,1071
establishing,258
esteemed,38
estimate,278
estimated,606
esu,28
et,403
etched,51
etching,24
ethernet,1037
ethic,211
ethical,604
ethos,218
europe,820
european,1188
evade,78
evading,39
evaluate,337
evaluation,72
evasion,39
evenly,244
event,10486
eventually,622
everyday,4173
evidence,670
evident,342
evie,55
evolution,649
evolve,262
evolves,152
evolving,1339
exact,958
exactly,1100
exaggerated,70
examine,174
example,3449
exceeding,424
excel,563
excellence,635
excellent,5001
excelling,64
excels,1450
exception,434
exceptional,2810
exceptionally,188
excess,516
exchange,4304
exchanging,513
excited,934
excitement,2326
exciting,2387
exclusive,4669
exclusively,1382
excperiencing,1
excursion,18
execute,413
executing,148
executive,1967
exemption,61
exercise,834
exhaust,183
exhibit,554
exhibiting,34
exhilarating,605
exist,348
existing,3161
exists,141
exit,456
exited,29
exotic,29
expand,2719
expanded,5883
expanding,1593
expansion,1412
expansive,816
expect,3288
expectation,1587
expected,12384
expecting,192
expects,218
expenditure,136
expense,551
expensive,1662
experience,38794
experienced,1263
experiencing,823
experiment,1079
experimenting,145
expert,1400
expertise,809
expire,161
explained,1106
explains,383
explicit,323
exploit,720
exploitation,311
exploited,326
exploration,570
explore,3701
explored,317
explorer,145
explores,353
exploring,1135
exposure,1718
express,1304
expressing,516
extend,922
extended,4921
extending,616
extends,918
extension,1170
extensive,1632
extent,496
exterior,353
extra,5342
extraction,38
extreme,1701
exudes,229
exynos,604
eye,4493
f4g6h8j1k3l5s7d9,2
facade,36
face,10577
facebook,5135
faced,1752
facetime,463
facial,774
facilitate,492
facilitated,125
facilitating,426
facility,1239
facing,1442
fact,985
factor,2970
factory,556
faded,152
failed,504
failure,737
fair,1550
fairness,756
faithfully,27
fake,2155
fall,2588
falling,922
false,462
familiar,2054
family,5877
famous,490
fan,6759
fanciest,36
fantasy,452
far,2456
fascinating,162
fashion,876
fashionistas,40
fast,11373
faster,6095
fastest,988
fatigued,42
favouring,57
favourite,1886
fbi,322
fc1y7n3t6r4p9ave,9
fe,1389
fe9v0c5b1r4s3n6a,9
fearing,39
fearless,77
feasibility,30
feast,104
feature,109901
featured,660
featuring,7527
february,4624
feed,909
feedback,2652
feel,13911
feeling,1630
fellow,134
felt,2333
female,969
fest,80
festival,2217
festivity,334
feud,59
ff4w2q7d1e6y8bnx,18
fg5q2r3x4z1e6tbf,9
fiddly,81
fidelity,315
fido,17
field,2842
fiery,87
fifj0s4d6c9l8y2k,5
fight,726
fighter,268
figure,1506
file,4632
filed,938
filled,805
film,3099
filter,5445
filtering,324
final,4306
finalised,84
finalized,23
finally,1405
finance,794
financial,5024
financially,104
finding,2766
fine,3002
finer,229
finger,1763
fingerprint,2759
fingertip,393
finish,6043
finished,277
fintech,190
fired,339
firm,1432
firmly,233
firstly,91
fit,5805
fitness,3947
fix,1697
fixed,953
fixing,204
fk9z3lfty6fr4c0b,7
flagged,265
flagship,4671
flair,390
flash,1665
flat,2698
flaw,858
flawless,326
flawlessly,308
flex,561
flexibility,1786
flexible,1540
flight,2570
flip,2974
flipkart,7113
flipped,52
floating,487
flourish,63
flow,942
flowing,175
fluctuating,95
fluid,1193
flying,218
fm,861
fm3n7a9v1x5c8jkl,9
foca,7
focus,6720
focused,1452
focusing,1108
fold,2209
foldable,3682
folding,269
follow,4008
followed,1515
follower,1250
following,4562
follows,2219
food,2572
fool,153
footage,1561
football,646
foothold,40
footprint,681
force,1567
forced,348
forecast,265
forecasted,13
